tf,relation,substrate
IFH1,regulates,RPL26a
SFP1,regulates,RPL26a
YAP1,regulates,RPL26a
MSN2,regulates,RPL26a
RAP1,regulates,RPL26a
PIP2,regulates,RPL26a
RFX1,regulates,YLR345W
YAP1,regulates,YLR345W
PDR3,regulates,YLR346C
SWI5,regulates,YLR346C
PDR1,regulates,YLR346C
1.0,regulates,YLR346C
STE12,regulates,YLR346C
ABF1,regulates,YLR346C
YAP1,regulates,YLR346C
MSN2,regulates,YLR346C
ADR1,regulates,DIC1
CAT8,regulates,DIC1
ABF1,regulates,YLR349W
STP1,regulates,ORM2
STE12,regulates,ORM2
MSN2,regulates,ORM2
ABF1,regulates,NIT3
GCN4,regulates,ILV5
STE12,regulates,ILV5
MSN2,regulates,ILV5
GCN4,regulates,ATG33
ABF1,regulates,ATG33
MSN2,regulates,ATG33
ABF1,regulates,RSC2
BAS1,regulates,ADE13
TEC1,regulates,VPS38
YAP1,regulates,YLR366W
RPN4,regulates,RPS22b
STE12,regulates,RPS22b
ABF1,regulates,RPS22b
IFH1,regulates,RPS22b
SFP1,regulates,RPS22b
RAP1,regulates,RPS22b
FHL1,regulates,RPS22b
2.0,regulates,4.0
STB5,regulates,STP3
RGM1,regulates,STP3
ADR1,regulates,FBP1
MIG1,regulates,FBP1
STE12,regulates,FBP1
MSN2,regulates,FBP1
CAT8,regulates,FBP1
REB1,regulates,SEC61
REB1,regulates,CSR1
AFT1,regulates,CSR1
ABF1,regulates,CSR1
YOX1,regulates,IKI3
SKO1,regulates,REH1
IFH1,regulates,RPS29a
RAP1,regulates,RPS29a
MSN2,regulates,STE23
YRM1,regulates,STE23
ABF1,regulates,CCW14
RAP1,regulates,CCW14
YRM1,regulates,CCW14
RLM1,regulates,CCW14
STE12,regulates,ART10
HAP2,regulates,COX8
HAP4,regulates,COX8
ABF1,regulates,VPS33
NRG1,regulates,AFG2
BAS1,regulates,AFG2
ACE2,regulates,AFG2
CIN5,regulates,BDF1
STE12,regulates,YLR400W
TEC1,regulates,DUS3
MSN2,regulates,DUS3
RAP1,regulates,DUS3
TUP1,regulates,YLR402W
STE12,regulates,YLR402W
TEC1,regulates,SFP1
RAP1,regulates,SFP1
STE12,regulates,FLD1
FKH1,regulates,RPL31b
IFH1,regulates,RPL31b
SFP1,regulates,RPL31b
MSN2,regulates,RPL31b
FHL1,regulates,RPL31b
CBF1,regulates,VIP1
MAL33,regulates,CTR3
STE12,regulates,CTR3
MAC1,regulates,CTR3
SKO1,regulates,BER1
YHP1,regulates,YLR413W
SKN7,regulates,YLR413W
YAP1,regulates,YLR413W
TEC1,regulates,PUN1
STE12,regulates,PUN1
SKN7,regulates,PUN1
ASH1,regulates,PUN1
MSN2,regulates,PUN1
STE12,regulates,YLR415C
MSN2,regulates,YLR415C
STE12,regulates,YLR416C
TEC1,regulates,VPS36
STE12,regulates,VPS36
MSN2,regulates,VPS36
STE12,regulates,URA4
PPR1,regulates,URA4
MSN2,regulates,URA4
CIN5,regulates,URA4
CIN5,regulates,IMD3
YAP1,regulates,TSR2
STE12,regulates,ECM30
STE12,regulates,DIF1
FKH2,regulates,DIF1
RAP1,regulates,DIF1
UME6,regulates,CAR2
ADR1,regulates,CAR2
ARG81,regulates,CAR2
ARG80,regulates,CAR2
MCM1,regulates,CAR2
RAP1,regulates,CAR2
DAL82,regulates,CAR2
ACE2,regulates,3.0
YAP1,regulates,3.0
PHO2,regulates,MRPL4
SWI5,regulates,MRPL4
GLN3,regulates,MRPL4
SKN7,regulates,MRPL4
MSN4,regulates,MRPL4
ACE2,regulates,MRPL4
SWI6,regulates,MRPL4
YAP1,regulates,MRPL4
TUP1,regulates,RPS1a
IFH1,regulates,RPS1a
SFP1,regulates,RPS1a
RAP1,regulates,RPS1a
TEC1,regulates,YLR446W
RAP1,regulates,VMA6
IFH1,regulates,RPL6b
SFP1,regulates,RPL6b
RAP1,regulates,RPL6b
FHL1,regulates,RPL6b
TEC1,regulates,FPR4
ABF1,regulates,HMG2
GCN4,regulates,LEU3
STE12,regulates,LEU3
STE12,regulates,SST2
RAP1,regulates,SST2
DIG1,regulates,SST2
STE12,regulates,RIF2
STE12,regulates,YLR456W
YAP1,regulates,YLR460C
MSN2,regulates,YLR460C
HAL9,regulates,YLR460C
TUP1,regulates,PAU4
ADR1,regulates,PAU4
GAT3,regulates,PAU4
SWI6,regulates,PAU4
RAP1,regulates,PAU4
YRM1,regulates,PAU4
SWI4,regulates,YLR462W
STE12,regulates,YLR462W
TEC1,regulates,YLR463C
HAP2,regulates,YLR463C
RAP1,regulates,YLR463C
TEC1,regulates,YLR465C
PDR1,regulates,YLR465C
ABF1,regulates,YLR465C
RAP1,regulates,YLR465C
SWI5,regulates,YRF1_4
SWI4,regulates,YRF1_4
RAP1,regulates,YRF1_4
TEC1,regulates,YRF1_5
SWI4,regulates,YRF1_5
HAP2,regulates,YRF1_5
RAP1,regulates,YRF1_5
ROX1,regulates,YRF1_5
SWI4,regulates,YML133C
STE12,regulates,YML133C
YOX1,regulates,YML133C
SWI4,regulates,COS3
GAL4,regulates,COS3
PDR1,regulates,YML131W
MSN4,regulates,YML131W
YAP1,regulates,YML131W
SOK2,regulates,YML131W
MSN2,regulates,YML131W
SKO1,regulates,YML131W
HSF1,regulates,ERO1
YAP1,regulates,ERO1
MSN2,regulates,ERO1
YRM1,regulates,ERO1
AFT1,regulates,COX14
ADR1,regulates,MSC1
CAD1,regulates,MSC1
YAP1,regulates,MSC1
HAP1,regulates,ERG13
RAP1,regulates,ERG13
PDR3,regulates,PGA3
SWI5,regulates,PGA3
PIP2,regulates,TUB3
PHO2,regulates,PHO84
PHO4,regulates,PHO84
MSN2,regulates,PHO84
RAP1,regulates,PHO84
CIN5,regulates,PHO84
TUP1,regulates,YML122C
YAP1,regulates,GTR1
HAP4,regulates,NDI1
MCM1,regulates,NDI1
CIN5,regulates,NDI1
HAP5,regulates,NDI1
MCM1,regulates,YML119W
GCN4,regulates,ATR1
RIM101,regulates,ATR1
PUT3,regulates,ATR1
PHD1,regulates,ATR1
MSN4,regulates,ATR1
YAP1,regulates,ATR1
MSN2,regulates,ATR1
CIN5,regulates,ATR1
FHL1,regulates,ATR1
STE12,regulates,ZDS2
MCM1,regulates,ZDS2
GCN4,regulates,YML108W
YRM1,regulates,YML108W
ABF1,regulates,PML39
MBP1,regulates,CUE4
SKN7,regulates,CUE4
ACE2,regulates,CUE4
SWI5,regulates,TSL1
SWI4,regulates,TSL1
HSF1,regulates,TSL1
FKH1,regulates,TSL1
MSN4,regulates,TSL1
MSN2,regulates,TSL1
RLM1,regulates,TSL1
CIN5,regulates,GIM5
RPN4,regulates,PRE8
TEC1,regulates,RPM2
HAP2,regulates,RPM2
HAP4,regulates,RPM2
YAP1,regulates,RPM2
MSN2,regulates,RPM2
STE12,regulates,YML089C
STE12,regulates,UFO1
YAP1,regulates,UFO1
MSN2,regulates,UFO1
YAP1,regulates,AIM33
MSN2,regulates,ALO1
YAP7,regulates,ALO1
RDS2,regulates,ATP18
GCN4,regulates,WAR1
HAP1,regulates,HMG1
SOK2,regulates,HMG1
MSN2,regulates,HMG1
YAP5,regulates,RPL6a
IFH1,regulates,RPL6a
SFP1,regulates,RPL6a
RAP1,regulates,RPL6a
SKO1,regulates,DAK1
IFH1,regulates,RPS1b
SFP1,regulates,RPS1b
FKH2,regulates,RPS1b
RAP1,regulates,RPS1b
MSN2,regulates,NTE1
MCM1,regulates,NTE1
STE12,regulates,SML1
STE12,regulates,IMD4
YRM1,regulates,IMD4
FLO8,regulates,SPC2
ADR1,regulates,CYB2
STE12,regulates,CYB2
HAP1,regulates,CYB2
YRM1,regulates,CYB2
MSN2,regulates,YML053C
MCM1,regulates,YML053C
RAP1,regulates,YML053C
SKN7,regulates,7.0
XBP1,regulates,7.0
RFX1,regulates,7.0
MSN2,regulates,7.0
FKH2,regulates,7.0
RAP1,regulates,7.0
GAL4,regulates,7.0
GAL4,regulates,GAL80
RPN4,regulates,GSF2
STE12,regulates,PRM6
STE12,regulates,PRP39
STE12,regulates,RRN11
UME6,regulates,CAT2
ADR1,regulates,CAT2
BAS1,regulates,CAT2
TEC1,regulates,VPS71
MBP1,regulates,VPS71
MSN2,regulates,1.0
FKH2,regulates,1.0
STE12,regulates,TSA1
SKN7,regulates,TSA1
ZAP1,regulates,TSA1
YAP1,regulates,TSA1
SWI4,regulates,YOX1
SWI6,regulates,YOX1
IFH1,regulates,RPS18b
SFP1,regulates,RPS18b
RAP1,regulates,RPS18b
MSN2,regulates,YML6
SKO1,regulates,YML6
IFH1,regulates,RPS17a
SFP1,regulates,RPS17a
RAP1,regulates,RPS17a
YRM1,regulates,UNG1
ABF1,regulates,TAF11
ABF1,regulates,UBX2
RAP1,regulates,UBX2
ABF1,regulates,ERV25
ABF1,regulates,MRPL39
MSN4,regulates,ERG6
ACE2,regulates,ERG6
MSN2,regulates,ERG6
YAP1,regulates,YML007C_A
MSN2,regulates,YML007C_A
RPN4,regulates,YAP1
SKN7,regulates,YAP1
RAP1,regulates,YAP1
YOX1,regulates,GIS4
MCM1,regulates,TRM12
INO4,regulates,TRM12
ABF1,regulates,SLD7
SOK2,regulates,YOR062C
MSN2,regulates,YOR062C
CIN5,regulates,YOR062C
TUP1,regulates,RPL3
SKN7,regulates,RPL3
PHD1,regulates,RPL3
ABF1,regulates,RPL3
IFH1,regulates,RPL3
MSN2,regulates,RPL3
RAP1,regulates,RPL3
GCR1,regulates,RPL3
CIN5,regulates,YNG1
HAP3,regulates,CYT1
HAP2,regulates,CYT1
STE12,regulates,CYT1
CBF1,regulates,CYT1
HAP4,regulates,CYT1
HAP1,regulates,CYT1
HAP5,regulates,CYT1
STE12,regulates,MSA1
HCM1,regulates,GYP1
SFP1,regulates,GYP1
SOK2,regulates,GYP1
SUM1,regulates,NRT1
LEU3,regulates,NRT1
SUM1,regulates,YOR072W
RAP1,regulates,SGO1
MBP1,regulates,CDC21
SWI4,regulates,CDC21
MAL33,regulates,UFE1
YRM1,regulates,SKI7
STE12,regulates,RTS2
ABF1,regulates,BUD21
DAL82,regulates,BUD21
STE12,regulates,YOR082C
MSN2,regulates,WHI5
FHL1,regulates,WHI5
ADR1,regulates,LPX1
SOK2,regulates,LPX1
MSN2,regulates,LPX1
RDS2,regulates,LPX1
TEC1,regulates,TCB1
SOK2,regulates,TCB1
TEC1,regulates,YVC1
STE12,regulates,YVC1
MSN2,regulates,YVC1
ABF1,regulates,TMA46
MSN2,regulates,ECM3
STE12,regulates,YOR093C
YAP1,regulates,YOR093C
INO4,regulates,YOR093C
MCM1,regulates,ARF3
PDR1,regulates,RKI1
FKH2,regulates,RKI1
RAP1,regulates,RKI1
IFH1,regulates,RPS7a
SFP1,regulates,RPS7a
RAP1,regulates,RPS7a
FHL1,regulates,RPS7a
STE12,regulates,NUP1
SOK2,regulates,NUP1
OAF1,regulates,1.0
SOK2,regulates,1.0
RAP1,regulates,1.0
PIP2,regulates,1.0
GLN3,regulates,RAS1
RAP1,regulates,RAS1
SOK2,regulates,VAM3
TEC1,regulates,RGS2
GCN4,regulates,RGS2
1.0,regulates,RGS2
STE12,regulates,RGS2
SKN7,regulates,RGS2
SOK2,regulates,RGS2
MSN2,regulates,RGS2
GCN4,regulates,LEU9
SFP1,regulates,LEU9
STE12,regulates,INP53
GCN4,regulates,TFC7
RAP1,regulates,CEX1
ABF1,regulates,RPO31
YRM1,regulates,RPO31
RPN4,regulates,RPT5
REB1,regulates,GCY1
CIN5,regulates,GCY1
GAL4,regulates,GCY1
INO4,regulates,IAH1
TEC1,regulates,RGA1
PHO2,regulates,ADE2
AFT1,regulates,ADE2
BAS1,regulates,ADE2
GCN4,regulates,ORT1
LEU3,regulates,ORT1
SOK2,regulates,ORT1
STE12,regulates,YOR131C
RTG3,regulates,IDH2
NRG1,regulates,IDH2
MSN2,regulates,IDH2
PDR1,regulates,RUP1
STE12,regulates,RUP1
ACE2,regulates,RUP1
SFP1,regulates,RUP1
STE12,regulates,YOR139C
PDR1,regulates,SFL1
STE12,regulates,SFL1
ACE2,regulates,SFL1
STE12,regulates,THI80
STE12,regulates,SPP2
AFT1,regulates,SMP3
REB1,regulates,RPB2
ABF1,regulates,RPB2
PDR3,regulates,YOR152C
PDR1,regulates,YOR152C
YAP1,regulates,YOR152C
PDR3,regulates,PDR5
SWI4,regulates,PDR5
PDR1,regulates,PDR5
ASH1,regulates,PDR5
YAP1,regulates,PDR5
MSN2,regulates,PDR5
RAP1,regulates,PDR5
RPN4,regulates,PUP1
MSN2,regulates,PET123
SWI4,regulates,PNS1
YAP1,regulates,PNS1
SOK2,regulates,PNS1
MSN2,regulates,PNS1
FHL1,regulates,PNS1
YAP1,regulates,YRR1
CAD1,regulates,SEY1
SFP1,regulates,RPS28a
YRM1,regulates,LCB4
SOK2,regulates,YRM1
PDR1,regulates,DCS2
MSN4,regulates,DCS2
YAP1,regulates,DCS2
SOK2,regulates,DCS2
PDR3,regulates,GAC1
TEC1,regulates,GAC1
ADR1,regulates,GAC1
PDR1,regulates,GAC1
STE12,regulates,GAC1
SOK2,regulates,GAC1
MSN2,regulates,GAC1
CIN5,regulates,GAC1
FHL1,regulates,GAC1
NRG1,regulates,SYC1
STE12,regulates,DCI1
RAP1,regulates,LAS17
STB5,regulates,RPS30b
IFH1,regulates,RPS30b
SFP1,regulates,RPS30b
STB5,regulates,FYV12
GCN4,regulates,SER1
YAP1,regulates,SER1
SOK2,regulates,SER1
RAP1,regulates,SER1
SOK2,regulates,YOR186W
CIN5,regulates,YOR186W
YRR1,regulates,MSB1
SPT23,regulates,SPR1
RAP1,regulates,ULS1
HSF1,regulates,THI72
TEC1,regulates,PEX27
STE12,regulates,PEX27
YAP5,regulates,BFR1
GCN4,regulates,MRM1
GCN4,regulates,HIS3
GCN4,regulates,YOR203W
PDR3,regulates,DED1
GCN4,regulates,DED1
STE12,regulates,DED1
HAP2,regulates,NOC2
ARG80,regulates,NOC2
YRM1,regulates,NOC2
PIP2,regulates,PTP2
ABF1,regulates,MGM1
YRM1,regulates,MGM1
STE12,regulates,STE4
ABF1,regulates,YOR214C
STE12,regulates,STE13
SPT23,regulates,RCN2
MSN2,regulates,MCT1
GCN4,regulates,ODC2
MSN2,regulates,RPB8
NRG1,regulates,ISU2
PHD1,regulates,ISU2
MSN4,regulates,ISU2
YAP1,regulates,ISU2
MSN2,regulates,ISU2
YAP7,regulates,ISU2
AFT2,regulates,ISU2
MSN4,regulates,HER1
YAP1,regulates,HER1
MSN2,regulates,HER1
MSN4,regulates,YOR228C
CBF1,regulates,WTM2
MSN4,regulates,WTM2
CIN5,regulates,WTM2
GCN4,regulates,WTM1
PHD1,regulates,WTM1
ABF1,regulates,WTM1
ACE2,regulates,WTM1
MSN2,regulates,WTM1
YRM1,regulates,MKK1
YOX1,regulates,KIN4
IFH1,regulates,RPL33b
SFP1,regulates,RPL33b
MSN2,regulates,RPL33b
RAP1,regulates,RPL33b
FHL1,regulates,RPL33b
MSN4,regulates,YOR235W
SMP1,regulates,DFR1
ABF1,regulates,DFR1
REB1,regulates,HES1
STE12,regulates,HES1
MSN2,regulates,YOR238W
YOX1,regulates,ABP140
SKN7,regulates,ENV9
SWI6,regulates,ENV9
TEC1,regulates,SRL1
SWI4,regulates,SRL1
SWI6,regulates,SRL1
SOK2,regulates,SRL1
MCM1,regulates,SRL1
RAP1,regulates,SRL1
CIN5,regulates,SRL1
MBP1,regulates,YOR248W
SWI4,regulates,YOR248W
HAP2,regulates,YOR248W
STE12,regulates,YOR248W
IXR1,regulates,NAT5
YRM1,regulates,NAT5
SUM1,regulates,OSW1
STE12,regulates,TRE2
1.0,regulates,HNT3
RPN4,regulates,RPT4
RPN4,regulates,GCD1
RPN4,regulates,RPN8
ABF1,regulates,RPN8
ABF1,regulates,GPN2
MSN2,regulates,GPN2
SWI5,regulates,DSE3
ACE2,regulates,DSE3
YAP1,regulates,DSE3
YRM1,regulates,PNT1
HSF1,regulates,1.0
ABF1,regulates,YOR268C
SOK2,regulates,YOR268C
ADR1,regulates,FSF1
CBF1,regulates,FSF1
LEU3,regulates,FSF1
MSN2,regulates,FSF1
AFT1,regulates,YTM1
MSN2,regulates,YTM1
ADR1,regulates,TPO4
FLO8,regulates,TPO4
PDR1,regulates,TPO4
SOK2,regulates,TPO4
MSN2,regulates,TPO4
CIN5,regulates,TPO4
TEC1,regulates,MOD5
SKN7,regulates,CAF20
CIN5,regulates,HEM4
RFX1,regulates,FSH3
CAD1,regulates,RDL1
MSN2,regulates,RDL1
CIN5,regulates,RDL1
MSN2,regulates,RDL2
REB1,regulates,RRP36
CBF1,regulates,MPD1
CBF1,regulates,YOR289W
RLM1,regulates,SNF2
RAP1,regulates,YOR292C
IFH1,regulates,RPS10a
RAP1,regulates,RPS10a
FHL1,regulates,RPS10a
STE12,regulates,YOR296W
ABF1,regulates,TIM18
RAP1,regulates,MBF1
TEC1,regulates,BUD7
CBF1,regulates,BUD7
TEC1,regulates,RAX1
RAP1,regulates,RAX1
GCN4,regulates,YOR302W
ARG81,regulates,YOR302W
MSN2,regulates,YOR302W
ARG80,regulates,YOR302W
RAP1,regulates,YOR302W
GCN4,regulates,CPA1
ARG81,regulates,CPA1
MSN2,regulates,CPA1
ARG80,regulates,CPA1
RAP1,regulates,CPA1
ABF1,regulates,ISW2
RIM101,regulates,MCH5
PUT3,regulates,MCH5
SOK2,regulates,NOP58
FKH1,regulates,RPL20b
SFP1,regulates,RPL20b
RAP1,regulates,RPL20b
TEC1,regulates,SPS4
SUM1,regulates,SPS4
SWI4,regulates,SPS4
NDT80,regulates,SPS4
IXR1,regulates,SPS4
IFH1,regulates,SPS4
YAP1,regulates,SPS4
SOK2,regulates,SPS4
RAP1,regulates,SPS4
FHL1,regulates,SPS4
SUM1,regulates,YOR314W
ACE2,regulates,YOR314W
YAP1,regulates,YOR314W
TEC1,regulates,SFG1
NRG1,regulates,SFG1
GLN3,regulates,SFG1
1.0,regulates,SFG1
STE12,regulates,SFG1
SKN7,regulates,SFG1
XBP1,regulates,SFG1
PUT3,regulates,SFG1
IXR1,regulates,SFG1
ECM22,regulates,SFG1
SFP1,regulates,SFG1
YAP1,regulates,SFG1
MSN2,regulates,SFG1
MCM1,regulates,SFG1
MOT3,regulates,SFG1
RAP1,regulates,SFG1
RLM1,regulates,SFG1
ROX1,regulates,SFG1
AFT1,regulates,COT1
MET4,regulates,COT1
AFT2,regulates,COT1
INO2,regulates,FAA1
SPT23,regulates,FAA1
SOK2,regulates,FAA1
MSN2,regulates,FAA1
RAP1,regulates,FAA1
CIN5,regulates,FAA1
STE12,regulates,YOR318C
SPT23,regulates,YOR318C
TEC1,regulates,FRT1
STE12,regulates,FRT1
MSN2,regulates,MYO2
CIN5,regulates,SNC2
PDR3,regulates,PDR10
PDR1,regulates,PDR10
SOK2,regulates,PDR10
YRM1,regulates,YOR333C
GCN4,regulates,MRS2
GCN4,regulates,TEA1
STE12,regulates,TEA1
UME6,regulates,YOR338W
RAP1,regulates,YOR338W
MCM1,regulates,RPA43
MCM1,regulates,RPA190
MSS11,regulates,RPA190
TEC1,regulates,YOR342C
PDR1,regulates,YOR342C
MSN2,regulates,YOR342C
MCM1,regulates,YOR342C
SKO1,regulates,YOR342C
TUP1,regulates,TYE7
PHO2,regulates,TYE7
SWI4,regulates,TYE7
PHO4,regulates,TYE7
HSF1,regulates,TYE7
STE12,regulates,TYE7
SKN7,regulates,TYE7
CBF1,regulates,TYE7
YAP1,regulates,TYE7
SOK2,regulates,TYE7
MSN2,regulates,TYE7
MCM1,regulates,TYE7
MET4,regulates,TYE7
GCR2,regulates,TYE7
RAP1,regulates,TYE7
TEC1,regulates,REV1
PDR3,regulates,PUT4
TEC1,regulates,PUT4
TUP1,regulates,PUT4
SWI5,regulates,PUT4
ADR1,regulates,PUT4
PDR1,regulates,PUT4
STE12,regulates,PUT4
SKN7,regulates,PUT4
ABF1,regulates,PUT4
HAP1,regulates,PUT4
SOK2,regulates,PUT4
MSN2,regulates,PUT4
CAT8,regulates,PUT4
FHL1,regulates,PUT4
TEC1,regulates,CIN1
STE12,regulates,CIN1
SKN7,regulates,CIN1
MCM1,regulates,GDS1
RAP1,regulates,GDS1
STE12,regulates,CIR2
RAP1,regulates,VTS1
OAF1,regulates,PIP2
ADR1,regulates,PIP2
SUM1,regulates,YOR365C
SUM1,regulates,YOR366W
RAP1,regulates,SCP1
IFH1,regulates,RPS12
SFP1,regulates,RPS12
RAP1,regulates,RPS12
PIP2,regulates,RPS12
SWI4,regulates,NDD1
SWI4,regulates,NUD1
ADR1,regulates,ALD4
PDR1,regulates,ALD4
RAP1,regulates,ALD4
GLN3,regulates,GDH1
HAP2,regulates,GDH1
LEU3,regulates,GDH1
SOK2,regulates,GDH1
MSN2,regulates,GDH1
CIN5,regulates,GDH1
SWI4,regulates,ATF1
2.0,regulates,ATF1
CBF1,regulates,ATF1
SPT23,regulates,ATF1
RFX1,regulates,ATF1
RAP1,regulates,ATF1
SWI4,regulates,YOR378W
STE12,regulates,YOR378W
RFX1,regulates,YOR378W
RDR1,regulates,YOR378W
STE12,regulates,FRE3
YOX1,regulates,FRE3
PIP2,regulates,FRE3
AFT1,regulates,FIT2
MSN4,regulates,FIT2
ASH1,regulates,FIT2
LEU3,regulates,FIT2
RAP1,regulates,FIT2
CIN5,regulates,FIT2
AFT1,regulates,FIT3
PUT3,regulates,FIT3
AFT2,regulates,FIT3
AFT1,regulates,FRE5
TOS8,regulates,FRE5
STE12,regulates,FRE5
AFT2,regulates,FRE5
YAP1,regulates,YOR385W
MSN2,regulates,YOR385W
RPH1,regulates,PHR1
YAP5,regulates,PHR1
ZAP1,regulates,YOR387C
MCM1,regulates,FDH1
RAP1,regulates,FDH1
STE12,regulates,YOR389W
YOX1,regulates,YOR389W
ABF1,regulates,YOR390W
1.0,regulates,HSP33
SWI4,regulates,PAU21
SOK2,regulates,PAU21
MBP1,regulates,YRF1_7
SWI4,regulates,YRF1_7
YAP5,regulates,YRF1_7
YOX1,regulates,YRF1_7
RGM1,regulates,YRF1_7
YOX1,regulates,HSP32
SOK2,regulates,HSP32
YAP1,regulates,YPL277C
MET32,regulates,SAM3
YHP1,regulates,SAM3
ZAP1,regulates,SAM3
CBF1,regulates,SAM3
SOK2,regulates,SAM3
YHP1,regulates,SAM4
GCN4,regulates,SAM4
ABF1,regulates,YPL272C
HAP2,regulates,ATP15
HAP4,regulates,ATP15
MBP1,regulates,PLC1
MBP1,regulates,ACM1
YHP1,regulates,ACM1
SWI4,regulates,ACM1
ADR1,regulates,DIP5
STP1,regulates,DIP5
GLN3,regulates,DIP5
PDR1,regulates,DIP5
ASH1,regulates,DIP5
SOK2,regulates,DIP5
MSN2,regulates,DIP5
ROX1,regulates,DIP5
GCN4,regulates,YPL264C
TEC1,regulates,THI21
TEC1,regulates,YPL257W
STE12,regulates,YPL257W
SWI4,regulates,CLN2
STE12,regulates,CLN2
SKN7,regulates,CLN2
XBP1,regulates,CLN2
YOX1,regulates,CLN2
STE12,regulates,BBP1
ABF1,regulates,HFI1
BAS1,regulates,VIK1
SFP1,regulates,VIK1
GCN4,regulates,YAH1
BAS1,regulates,YPL251W
GCN4,regulates,ICY2
CBF1,regulates,ICY2
YAP1,regulates,ICY2
MSN2,regulates,ICY2
SKO1,regulates,ICY2
RAP1,regulates,ICY2
SFP1,regulates,RPL36b
RAP1,regulates,RPL36b
STE12,regulates,GYP5
MIG1,regulates,GAL4
MSN2,regulates,YPL247C
YHP1,regulates,IQG1
MBP1,regulates,CIN2
STE12,regulates,CIN2
PHO2,regulates,HSP82
SUM1,regulates,HSP82
HSF1,regulates,HSP82
ABF1,regulates,HSP82
YAP1,regulates,HSP82
MSN2,regulates,HSP82
HSF1,regulates,YAR1
MSN2,regulates,YAR1
CBF1,regulates,RVB2
MCM1,regulates,RVB2
ABF1,regulates,NSL1
RAP1,regulates,NSL1
MSN2,regulates,SSO1
TUP1,regulates,FAS2
INO2,regulates,FAS2
OPI1,regulates,FAS2
STE12,regulates,FAS2
RAP1,regulates,FAS2
INO4,regulates,FAS2
NRG1,regulates,USV1
ADR1,regulates,USV1
SOK2,regulates,USV1
MSN2,regulates,USV1
FHL1,regulates,USV1
RAP1,regulates,YPL229W
RAP1,regulates,ALG5
YOX1,regulates,NEW1
RAP1,regulates,NEW1
STE12,regulates,GRE1
MSN4,regulates,GRE1
SKO1,regulates,GRE1
STE12,regulates,FMP40
XBP1,regulates,FMP40
FHL1,regulates,FMP40
CBF1,regulates,FLC1
MSN2,regulates,FLC1
RAP1,regulates,FLC1
SFP1,regulates,RPL1a
RAP1,regulates,RPL1a
ACE2,regulates,PCL8
MSN2,regulates,CBP3
SKO1,regulates,CBP3
AFT1,regulates,NIP7
TYE7,regulates,NIP7
RPN4,regulates,RKM1
HAP2,regulates,RKM1
RIM101,regulates,RKM1
HAP2,regulates,TYW1
YAP5,regulates,TYW1
CBF1,regulates,PGC1
CBF1,regulates,HRR25
MSN2,regulates,TPK2
YAP1,regulates,AFT2
UME6,regulates,YIG1
ADR1,regulates,YIG1
ADR1,regulates,CSM4
IFH1,regulates,YPL199C
RAP1,regulates,YPL199C
IFH1,regulates,RPL7b
SFP1,regulates,RPL7b
RAP1,regulates,RPL7b
RAP1,regulates,YPL197C
AFT1,regulates,APL5
STE12,regulates,PRM3
STE12,regulates,YPL191C
TUP1,regulates,NAB3
CBF1,regulates,NAB3
RAP1,regulates,NAB3
AFT1,regulates,GUP2
XBP1,regulates,GUP2
RFX1,regulates,GUP2
MSN2,regulates,GUP2
RAP1,regulates,GUP2
STE12,regulates,MF_ALPHA_1
YAP1,regulates,MF_ALPHA_1
YAP1,regulates,UIP4
SFP1,regulates,MRN1
SFP1,regulates,RTC6
STE12,regulates,TCO89
STE12,regulates,PPQ1
OAF1,regulates,9.0
TUP1,regulates,9.0
OAF3,regulates,9.0
SKO1,regulates,9.0
CBF1,regulates,TRE1
TEC1,regulates,OYE3
HCM1,regulates,OYE3
CBF1,regulates,OYE3
MSN4,regulates,OYE3
YAP1,regulates,OYE3
MSN2,regulates,OYE3
RAP1,regulates,OYE3
TEC1,regulates,DAP1
YAP1,regulates,DAP1
RAP1,regulates,DAP1
CIN5,regulates,DAP1
HSF1,regulates,YPL168W
SFP1,regulates,YPL168W
TEC1,regulates,SVS1
MBP1,regulates,SVS1
SWI4,regulates,SVS1
STE12,regulates,SVS1
SWI6,regulates,SVS1
RAP1,regulates,SVS1
STE12,regulates,YPL162C
RAP1,regulates,YPL162C
CIN5,regulates,BEM4
UME6,regulates,CDC60
SOK2,regulates,CDC60
ECM22,regulates,PET20
SWI5,regulates,AIM44
ACE2,regulates,AIM44
YOX1,regulates,TGS1
STE12,regulates,PRM4
IXR1,regulates,PRM4
ABF1,regulates,PRM4
MSN2,regulates,PRM4
CAT8,regulates,PRM4
AFT2,regulates,PRM4
STE12,regulates,KIP2
MSN4,regulates,RAD53
STE12,regulates,PRP46
MSN4,regulates,PRP46
MSN2,regulates,PRP46
ADR1,regulates,PXA1
STE12,regulates,NOP53
ABF1,regulates,1.0
RAP1,regulates,1.0
CIN5,regulates,1.0
RAP1,regulates,POC4
CIN5,regulates,POC4
IFH1,regulates,RPL33a
SFP1,regulates,RPL33a
RAP1,regulates,RPL33a
CIN5,regulates,RPL33a
STE12,regulates,FRK1
FKH1,regulates,FRK1
FKH2,regulates,FRK1
GCN4,regulates,3.0
SOK2,regulates,3.0
MOT3,regulates,3.0
RAP1,regulates,YPL136W
ADR1,regulates,ISU1
MET32,regulates,ISU1
GCN4,regulates,ISU1
STE12,regulates,ISU1
SOK2,regulates,ISU1
SKO1,regulates,ISU1
RAP1,regulates,ISU1
AFT2,regulates,ISU1
